,x,y,xGPS,yGPS,xyGPS,Feeder,Geo,Geo_Name
N248,1587091.8843371884,7773872.178836917,1.5669393031048056,45.15986853849029,"(1.5669393031048056, 45.15986853849029)",F13,191230103,Sud
N249,1587096.5017959657,7773630.07734708,1.5670558894048057,45.15769583949027,"(1.5670558894048057, 45.15769583949027)",F13,191230103,Sud
N250,1587287.587167273,7774268.6396534275,1.5693278088047933,45.16346094369027,"(1.5693278088047933, 45.16346094369027)",F13,191230103,Sud
N251,1587333.879888284,7774427.268406685,1.5698773424047945,45.16489288329031,"(1.5698773424047945, 45.16489288329031)",F13,191230103,Sud
N252,1587516.2148318388,7774282.018671585,1.5722259287047875,45.16361970189032,"(1.5722259287047875, 45.16361970189032)",F13,191230103,Sud
N253,1587527.2823062376,7774093.6320364615,1.5724113383047889,45.161930308990286,"(1.5724113383047889, 45.161930308990286)",F13,191230103,Sud
N254,1587507.50197703,7773678.387307648,1.5722594430047854,45.15819907349032,"(1.5722594430047854, 45.15819907349032)",F13,191230103,Sud
N255,1587586.5726812903,7773878.879525655,1.5732149430047844,45.16001235579029,"(1.5732149430047844, 45.16001235579029)",F13,191230103,Sud
N256,1587667.8762644266,7773939.554857197,1.5742321681047815,45.16057078909028,"(1.5742321681047815, 45.16057078909028)",F13,191230103,Sud
N257,1587618.3448253653,7773608.669954259,1.5736825379047807,45.15759188879029,"(1.5736825379047807, 45.15759188879029)",F13,191230103,Sud
N258,1587510.1309800926,7773229.64733735,1.572399891304785,45.15417093029028,"(1.572399891304785, 45.15417093029028)",F13,190630000,Cosnac
N259,1587876.528013329,7774469.80180659,1.5767536851047717,45.16536629739032,"(1.5767536851047717, 45.16536629739032)",F13,191230103,Sud
N260,1587739.2816723818,7773285.510062752,1.5752940380047733,45.154711091690295,"(1.5752940380047733, 45.154711091690295)",F13,190630000,Cosnac
N261,1587994.9870395663,7774049.878612578,1.5783568079047667,45.1616163123903,"(1.5783568079047667, 45.1616163123903)",F13,191230103,Sud
N262,1588082.679357237,7774444.046529161,1.5793759858047636,45.16516974529032,"(1.5793759858047636, 45.16516974529032)",F13,191230103,Sud
N263,1588048.5077195368,7773678.099866705,1.5791242804047634,45.15828762809028,"(1.5791242804047634, 45.15828762809028)",F13,191230103,Sud
N264,1587889.9947389143,7773028.756691095,1.5772673562047654,45.15243145579027,"(1.5772673562047654, 45.15243145579027)",F13,190630000,Cosnac
N265,1588091.188599442,7773895.654416637,1.5796141990047619,45.16024791609032,"(1.5796141990047619, 45.16024791609032)",F13,191230103,Sud
N266,1588062.113739061,7773484.429844777,1.579342919704764,45.156551226390285,"(1.579342919704764, 45.156551226390285)",F13,191230103,Sud
N267,1588140.4487410975,7773725.379313024,1.5802796926047586,45.15872752789027,"(1.5802796926047586, 45.15872752789027)",F13,191230103,Sud
N268,1588119.888879253,7773503.939050768,1.580071369904761,45.156736076790295,"(1.580071369904761, 45.156736076790295)",F13,191230103,Sud
N269,1588013.992015081,7773057.492499717,1.5788337505047636,45.15271028579026,"(1.5788337505047636, 45.15271028579026)",F13,190630000,Cosnac
N270,1588266.9830221909,7773957.482720938,1.5818302658047547,45.1608324953903,"(1.5818302658047547, 45.1608324953903)",F13,191230103,Sud
N271,1588030.0498290763,7772744.546440301,1.5791118098047587,45.149903502990256,"(1.5791118098047587, 45.149903502990256)",F13,190630000,Cosnac
N272,1588316.581964279,7774037.001283538,1.5824408092047533,45.161554700090285,"(1.5824408092047533, 45.161554700090285)",F13,191230103,Sud
N273,1588408.787872101,7773643.739568845,1.583703987804752,45.15803960259027,"(1.583703987804752, 45.15803960259027)",F13,191230103,Sud
N274,1588708.1887281875,7772911.61333665,1.5876759006047316,45.151516968690274,"(1.5876759006047316, 45.151516968690274)",F13,190630000,Cosnac
N275,1585769.9999970596,7774587.476792403,1.54999225570486,45.16606481159032,"(1.54999225570486, 45.16606481159032)",F14,190310701,Hopital
N276,1586034.3113911096,7774774.905692708,1.5533012131048518,45.16779274959034,"(1.5533012131048518, 45.16779274959034)",F14,191230101,Centre
N277,1586150.5735153197,7774789.7532547815,1.554773118804847,45.167945928090354,"(1.554773118804847, 45.167945928090354)",F14,191230101,Centre
N278,1586159.493763747,7775085.823363543,1.5548147882048486,45.1706054594903,"(1.5548147882048486, 45.1706054594903)",F14,191230101,Centre
N279,1586204.6189108768,7775388.724405873,1.5553143382048409,45.17333251059034,"(1.5553143382048409, 45.17333251059034)",F14,191230101,Centre
N280,1586579.2361347312,7774809.390415559,1.5602086115048266,45.16819535679032,"(1.5602086115048266, 45.16819535679032)",F14,191230101,Centre
N281,1585899.2956035428,7775614.030599529,1.551384480604857,45.17530299349034,"(1.551384480604857, 45.17530299349034)",F14,190310702,Migoule
N282,1586440.1697495547,7775304.534770405,1.5583243419048352,45.17261689049033,"(1.5583243419048352, 45.17261689049033)",F14,191230101,Centre
N283,1586608.504158791,7775153.226423545,1.5604973041048278,45.171287176990326,"(1.5604973041048278, 45.171287176990326)",F14,191230101,Centre
N284,1586737.4248776103,7774985.1452291375,1.5621739671048225,45.16980013909033,"(1.5621739671048225, 45.16980013909033)",F14,191230101,Centre
N285,1586796.6322965256,7775093.054368319,1.5628994747048193,45.17077897579032,"(1.5628994747048193, 45.17077897579032)",F14,191230101,Centre
N286,1585660.7572027857,7775945.837007565,1.5482762020048726,45.17824093149039,"(1.5482762020048726, 45.17824093149039)",F14,190310702,Migoule
N287,1586473.9528812482,7775887.430166593,1.558612640104838,45.17785570149035,"(1.558612640104838, 45.17785570149035)",F14,191230102,Nord
N288,1586834.8674278103,7775430.597951403,1.5633036633048174,45.173815828690344,"(1.5633036633048174, 45.173815828690344)",F14,191230102,Nord
N289,1586776.1788362702,7775558.838659032,1.5625279315048184,45.17495715849032,"(1.5625279315048184, 45.17495715849032)",F14,191230102,Nord
N290,1586845.2162440356,7775506.274993774,1.5634168373048174,45.174496991890344,"(1.5634168373048174, 45.174496991890344)",F14,191230102,Nord
N291,1586786.169575567,7775684.132512595,1.56262462730482,45.17608370719035,"(1.56262462730482, 45.17608370719035)",F14,191230102,Nord
N292,1586786.1933171088,7775686.636913524,1.5626243267048203,45.17610619499034,"(1.5626243267048203, 45.17610619499034)",F14,191230102,Nord
N293,1586698.5108561718,7775844.296492122,1.5614734412048206,45.177506704090355,"(1.5614734412048206, 45.177506704090355)",F14,191230102,Nord
N294,1586843.93142544,7775646.505644753,1.563366842304816,45.17575572159033,"(1.563366842304816, 45.17575572159033)",F14,191230102,Nord
N295,1586866.7487401722,7775622.2380794175,1.563662291204817,45.17554173129034,"(1.563662291204817, 45.17554173129034)",F14,191230102,Nord
N296,1586877.1118485883,7775658.213614898,1.5637851897048172,45.17586646929034,"(1.5637851897048172, 45.17586646929034)",F14,191230102,Nord
N297,1586627.2371241322,7776041.380990779,1.560521293304827,45.17926394249036,"(1.560521293304827, 45.17926394249036)",F14,191230102,Nord
N298,1586628.42412101,7776043.125443205,1.5605359409048287,45.179279805790365,"(1.5605359409048287, 45.179279805790365)",F14,191230102,Nord
N299,1586531.6002578363,7776150.480900233,1.5592810107048314,45.180227122190374,"(1.5592810107048314, 45.180227122190374)",F14,192740000,Ussac
N300,1587107.878047325,7775380.765319818,1.5667808079048058,45.173414781490315,"(1.5667808079048058, 45.173414781490315)",F14,191230101,Centre
N301,1586667.9359932817,7776106.128564701,1.5610223367048253,45.17985215639036,"(1.5610223367048253, 45.17985215639036)",F14,191230102,Nord
N302,1586471.276842531,7776312.342980837,1.5584762425048353,45.181669994990365,"(1.5584762425048353, 45.181669994990365)",F14,192740000,Ussac
N303,1586664.0272668996,7776361.101969701,1.5609113572048234,45.18214057589037,"(1.5609113572048234, 45.18214057589037)",F14,192740000,Ussac
N304,1586771.8471707709,7776262.442104083,1.5623037995048192,45.181273175390366,"(1.5623037995048192, 45.181273175390366)",F14,191230102,Nord
N305,1587310.6837290858,7775834.458932498,1.5692463711047986,45.17752225869033,"(1.5692463711047986, 45.17752225869033)",F14,191230101,Centre
N306,1587300.4852785212,7775898.203936304,1.5691016647047964,45.17809281829036,"(1.5691016647047964, 45.17809281829036)",F14,191230101,Centre
N307,1587046.6353119873,7776538.634077673,1.5657257982048105,45.183799430390394,"(1.5657257982048105, 45.183799430390394)",F14,191230102,Nord
N308,1587557.0667444146,7775760.017883543,1.5723915925047889,45.17689559429037,"(1.5723915925047889, 45.17689559429037)",F14,191230102,Nord
N309,1587558.3578206534,7775768.485814948,1.572405959004788,45.17697183509036,"(1.572405959004788, 45.17697183509036)",F14,191230102,Nord
N310,1587597.1543987398,7775926.929799406,1.572860603604785,45.178400853190354,"(1.572860603604785, 45.178400853190354)",F14,191230101,Centre
N311,1587857.506264334,7776012.635101734,1.5761450165047763,45.179214189090345,"(1.5761450165047763, 45.179214189090345)",F14,191230102,Nord
N312,1587040.0451667784,7777615.391214742,1.5653837892048132,45.193465237890386,"(1.5653837892048132, 45.193465237890386)",F14,192020000,Sainte-Féréole
N313,1587173.415621496,7777617.979604864,1.567076600304811,45.19351109299038,"(1.567076600304811, 45.19351109299038)",F14,192020000,Sainte-Féréole
N314,1588085.8336694378,7776361.551749867,1.5789604578047656,45.18238509759036,"(1.5789604578047656, 45.18238509759036)",F14,191230102,Nord
N315,1587155.1659674013,7777794.474761646,1.5668025681048068,45.1950925494904,"(1.5668025681048068, 45.1950925494904)",F14,192020000,Sainte-Féréole
N316,1588229.3501525202,7776885.583911607,1.5806579556047613,45.18711386719037,"(1.5806579556047613, 45.18711386719037)",F14,191230102,Nord
N317,1588289.7734771648,7776884.929671328,1.5814252299047582,45.1871181341904,"(1.5814252299047582, 45.1871181341904)",F14,191230102,Nord
N318,1587808.2092959462,7777647.644132853,1.5751296560047798,45.1938846994904,"(1.5751296560047798, 45.1938846994904)",F14,192020000,Sainte-Féréole
N319,1588320.2115819468,7776913.770147382,1.5818048234047557,45.18738216559038,"(1.5818048234047557, 45.18738216559038)",F14,191230102,Nord
N320,1587845.3319965722,7777705.3488206975,1.5755872658047776,45.1944090205904,"(1.5755872658047776, 45.1944090205904)",F14,192020000,Sainte-Féréole
N321,1588330.398168923,7777061.675854475,1.5818990693047534,45.18871174879039,"(1.5818990693047534, 45.18871174879039)",F14,191230102,Nord
N322,1588346.606203875,7777290.269139645,1.5820506340047569,45.190766745690404,"(1.5820506340047569, 45.190766745690404)",F14,191230102,Nord
N323,1588348.551220442,7777289.10338501,1.5820756056047551,45.19075660589037,"(1.5820756056047551, 45.19075660589037)",F14,191230102,Nord
N324,1588186.0934599582,7777900.391912612,1.5798677388047633,45.196217420490406,"(1.5798677388047633, 45.196217420490406)",F14,192020000,Sainte-Féréole
N325,1588125.6941530162,7778050.009010435,1.5790652313047662,45.19755052209041,"(1.5790652313047662, 45.19755052209041)",F14,192020000,Sainte-Féréole
N326,1588170.718017799,7778074.892954494,1.579631041004766,45.19778149349042,"(1.579631041004766, 45.19778149349042)",F14,192020000,Sainte-Féréole
N327,1588279.7709963613,7777951.60766164,1.58104508950476,45.19669295929042,"(1.58104508950476, 45.19669295929042)",F14,192020000,Sainte-Féréole
N328,1588674.1638884102,7777380.701141647,1.5861881248047425,45.19163348709041,"(1.5861881248047425, 45.19163348709041)",F14,191230102,Nord
N329,1588847.7826644955,7777188.595967484,1.5884378918047355,45.189937798990364,"(1.5884378918047355, 45.189937798990364)",F14,191230102,Nord
N330,1587669.0499872626,7778945.363772651,1.5730529484047917,45.20551206199043,"(1.5730529484047917, 45.20551206199043)",F14,192020000,Sainte-Féréole
N331,1587935.200782054,7778825.977164435,1.5764615200047765,45.20448507809042,"(1.5764615200047765, 45.20448507809042)",F14,192020000,Sainte-Féréole
N332,1588587.9131014552,7778121.731901794,1.5849176123047448,45.19827196679043,"(1.5849176123047448, 45.19827196679043)",F14,192020000,Sainte-Féréole
N333,1588090.1592317838,7778771.073599042,1.5784425264047737,45.20401822779044,"(1.5784425264047737, 45.20401822779044)",F14,192020000,Sainte-Féréole
N334,1588559.291613119,7778233.654979291,1.584527662704748,45.19927201469041,"(1.584527662704748, 45.19927201469041)",F14,192020000,Sainte-Féréole
N335,1588506.670067906,7778374.842811489,1.5838259917047468,45.20053078019042,"(1.5838259917047468, 45.20053078019042)",F14,192020000,Sainte-Féréole
N336,1588317.72152404,7778875.119397169,1.5813078129047609,45.204990571990436,"(1.5813078129047609, 45.204990571990436)",F14,192020000,Sainte-Féréole
N337,1588347.409422281,7778847.787667708,1.581691334204759,45.20475016899042,"(1.581691334204759, 45.20475016899042)",F14,192020000,Sainte-Féréole
N338,1588184.5175541018,7779374.247974632,1.5794975015047632,45.20944938469046,"(1.5794975015047632, 45.20944938469046)",F14,192020000,Sainte-Féréole
N339,1589089.270900229,7778331.00564095,1.5912347413047236,45.200234541990405,"(1.5912347413047236, 45.200234541990405)",F14,192020000,Sainte-Féréole
N340,1589059.459621849,7778384.095583937,1.5908436558047279,45.2007062139904,"(1.5908436558047279, 45.2007062139904)",F14,192020000,Sainte-Féréole
N341,1588751.4373901282,7779531.866273615,1.5866607012047471,45.210959497190416,"(1.5866607012047471, 45.210959497190416)",F14,192020000,Sainte-Féréole
N342,1589729.2617108857,7778080.572950463,1.5994206022046993,45.19809249269042,"(1.5994206022046993, 45.19809249269042)",F14,192020000,Sainte-Féréole
N343,1589759.793565082,7778655.208464939,1.5996736940046972,45.20325662249043,"(1.5996736940046972, 45.20325662249043)",F14,192020000,Sainte-Féréole
N344,1589780.969147096,7778639.375976267,1.5999463244046983,45.203117985090415,"(1.5999463244046983, 45.203117985090415)",F14,192020000,Sainte-Féréole
N345,1590048.7166674428,7778770.586236497,1.603315950104687,45.20434027759042,"(1.603315950104687, 45.20434027759042)",F14,192020000,Sainte-Féréole
N346,1586146.8638765009,7776706.121823545,1.5542628155048497,45.185149851190346,"(1.5542628155048497, 45.185149851190346)",F15,192740000,Ussac
N347,1586288.1548371913,7776694.606833961,1.5560593133048422,45.18507061719036,"(1.5560593133048422, 45.18507061719036)",F15,192740000,Ussac
N348,1585831.436070384,7777023.03764452,1.550181556804864,45.187941035190384,"(1.550181556804864, 45.187941035190384)",F15,192740000,Ussac
N349,1585786.8654677828,7777025.402129297,1.549615122004864,45.1879546186904,"(1.549615122004864, 45.1879546186904)",F15,192740000,Ussac
N350,1585028.9165352487,7777023.228448938,1.539992875904898,45.1878046513904,"(1.539992875904898, 45.1878046513904)",F15,192740000,Ussac
N351,1585566.48398285,7777417.22470287,1.5467219548048776,45.191434474390384,"(1.5467219548048776, 45.191434474390384)",F15,192740000,Ussac
N352,1585637.2281930894,7777462.455229546,1.5476091817048716,45.19185270119039,"(1.5476091817048716, 45.19185270119039)",F15,192740000,Ussac
N353,1584990.807755449,7777253.65581903,1.5394527653049002,45.189866790590365,"(1.5394527653049002, 45.189866790590365)",F15,192740000,Ussac
N354,1584739.975217029,7777165.470461587,1.5362897221049068,45.189031706590356,"(1.5362897221049068, 45.189031706590356)",F15,192740000,Ussac
N355,1585929.5155424736,7777601.442062091,1.5512866069048596,45.19315064469039,"(1.5512866069048596, 45.19315064469039)",F15,192740000,Ussac
N356,1584982.3946398064,7777569.17774987,1.5392688600049012,45.19269802289039,"(1.5392688600049012, 45.19269802289039)",F15,192740000,Ussac
N357,1585192.8624605928,7777722.315572122,1.5419038072048898,45.1941091926904,"(1.5419038072048898, 45.1941091926904)",F15,192740000,Ussac
N358,1585075.0870004378,7777769.040694793,1.5403969723048974,45.19450836019042,"(1.5403969723048974, 45.19450836019042)",F15,192740000,Ussac
N359,1585134.9827251732,7777804.840037167,1.5411487540048945,45.194840097290424,"(1.5411487540048945, 45.194840097290424)",F15,192740000,Ussac
N360,1585343.756836883,7777938.774955203,1.5437670273048842,45.1960785316904,"(1.5437670273048842, 45.1960785316904)",F15,192740000,Ussac
N361,1584076.7980709008,7777398.382131187,1.5278126554049345,45.19100758789037,"(1.5278126554049345, 45.19100758789037)",F15,192740000,Ussac
N362,1584060.5154882225,7777549.126833166,1.527568797104939,45.19235810139038,"(1.527568797104939, 45.19235810139038)",F15,192740000,Ussac
N363,1584128.297135545,7777631.652091863,1.528409094304936,45.193110794590424,"(1.528409094304936, 45.193110794590424)",F15,192740000,Ussac
N364,1584002.9983550187,7777591.162140083,1.5268281547049418,45.1927254650904,"(1.5268281547049418, 45.1927254650904)",F15,192740000,Ussac
N365,1584012.5881235409,7777627.091052785,1.5269410621049428,45.19304969719042,"(1.5269410621049428, 45.19304969719042)",F15,192740000,Ussac
N366,1585350.2818365612,7778554.226348688,1.5436999481048836,45.20160508669043,"(1.5436999481048836, 45.20160508669043)",F15,192740000,Ussac
N367,1585346.9734042175,7778554.295482005,1.5436579173048877,45.201605137490425,"(1.5436579173048877, 45.201605137490425)",F15,192740000,Ussac
N368,1585867.8435170518,7778873.595840247,1.5501950383048642,45.204561301190424,"(1.5501950383048642, 45.204561301190424)",F15,192740000,Ussac
N369,1585869.6634060296,7778883.693801302,1.5502157011048625,45.204652271890424,"(1.5502157011048625, 45.204652271890424)",F15,192740000,Ussac
N370,1584847.6988107052,7778743.539116569,1.537271302804909,45.20321795419041,"(1.537271302804909, 45.20321795419041)",F15,190720000,Donzenac
N371,1583558.2189592072,7777789.83204235,1.5211316991049624,45.194431428290386,"(1.5211316991049624, 45.194431428290386)",F15,192740000,Ussac
N372,1583555.3916725055,7777791.14311909,1.5210954759049595,45.1944427042904,"(1.5210954759049595, 45.1944427042904)",F15,192740000,Ussac
N373,1586098.279765656,7779295.259929674,1.5530194467048597,45.20838644959046,"(1.5530194467048597, 45.20838644959046)",F15,192740000,Ussac
N374,1583366.8982306772,7777973.4643339375,1.5186569443049691,45.196046543590384,"(1.5186569443049691, 45.196046543590384)",F15,192740000,Ussac
N375,1586304.1751742219,7779547.146060742,1.5555735851048471,45.210683081290426,"(1.5555735851048471, 45.210683081290426)",F15,192740000,Ussac
N376,1585314.4798667522,7779649.202850162,1.5429783869048908,45.211429524490434,"(1.5429783869048908, 45.211429524490434)",F15,190720000,Donzenac
N377,1584584.8475979832,7779395.9185474925,1.5337732169049196,45.209029418290434,"(1.5337732169049196, 45.209029418290434)",F15,190720000,Donzenac
N378,1585323.45794889,7779659.863867499,1.5430898219048899,45.211526785790454,"(1.5430898219048899, 45.211526785790454)",F15,190720000,Donzenac
N379,1584803.706993869,7779587.423058523,1.5365060086049078,45.21078665079046,"(1.5365060086049078, 45.21078665079046)",F15,190720000,Donzenac
N380,1584600.6218429662,7779925.032618462,1.5338437594049183,45.21378250529045,"(1.5338437594049183, 45.21378250529045)",F15,190720000,Donzenac
N381,1584563.0871868497,7779974.3781920625,1.5333548873049232,45.214219017590466,"(1.5333548873049232, 45.214219017590466)",F15,190720000,Donzenac
N382,1583636.9009188118,7779633.602566772,1.52167480140496,45.21099825209046,"(1.52167480140496, 45.21099825209046)",F15,190720000,Donzenac
N383,1583916.8945952845,7780093.864493812,1.5251174735049509,45.215179349490484,"(1.5251174735049509, 45.215179349490484)",F15,190720000,Donzenac
N384,1584658.8697495915,7780513.366396279,1.5344393341049194,45.21907465159048,"(1.5344393341049194, 45.21907465159048)",F15,190720000,Donzenac
N385,1583975.5839783715,7780190.95353337,1.5258390075049475,45.216061245690476,"(1.5258390075049475, 45.216061245690476)",F15,190720000,Donzenac
N386,1583868.206044037,7780213.835093672,1.5244693988049514,45.216247944190464,"(1.5244693988049514, 45.216247944190464)",F15,190720000,Donzenac
N387,1584311.1065440231,7780526.568669212,1.5300184004049349,45.21913280819046,"(1.5300184004049349, 45.21913280819046)",F15,190720000,Donzenac
N388,1583616.03377735,7780090.959983688,1.5212966001049608,45.21510072129046,"(1.5212966001049608, 45.21510072129046)",F15,190720000,Donzenac
N389,1583845.4910831081,7780267.192494466,1.5241676852049564,45.21672301989049,"(1.5241676852049564, 45.21672301989049)",F15,190720000,Donzenac
N390,1584316.8506310163,7780580.294265685,1.5300781521049345,45.21961615489049,"(1.5300781521049345, 45.21961615489049)",F15,190720000,Donzenac
N391,1583798.8887796702,7780389.183726261,1.5235455749049545,45.2178101158905,"(1.5235455749049545, 45.2178101158905)",F15,190720000,Donzenac
N392,1583830.1414870596,7780610.216170358,1.523887971604954,45.21979999639049,"(1.523887971604954, 45.21979999639049)",F15,190720000,Donzenac
N393,1583730.322083901,7780545.0439566625,1.5226360502049587,45.219197446690465,"(1.5226360502049587, 45.219197446690465)",F15,190720000,Donzenac
N394,1583707.8134297694,7780553.449631113,1.5223480408049581,45.2192689790905,"(1.5223480408049581, 45.2192689790905)",F15,190720000,Donzenac
N395,1583702.6456191004,7780552.303472245,1.5222826767049635,45.219257785690466,"(1.5222826767049635, 45.219257785690466)",F15,190720000,Donzenac
N396,1583993.7112949027,7780743.736906919,1.5259329095049476,45.2210272822905,"(1.5259329095049476, 45.2210272822905)",F15,190720000,Donzenac
N397,1583828.3324083989,7780832.725200588,1.5238100197049569,45.22179736449048,"(1.5238100197049567, 45.22179736449048)",F15,190720000,Donzenac
N398,1583486.3856373634,7780727.132325742,1.5194921760049689,45.220789561290474,"(1.5194921760049689, 45.220789561290474)",F15,190720000,Donzenac
N399,1582720.5678085012,7780112.257541465,1.5099169581049978,45.21513471229044,"(1.5099169581049978, 45.21513471229044)",F15,190720000,Donzenac
N400,1583309.5874693159,7780699.768271925,1.5172530095049734,45.2205129046905,"(1.5172530095049734, 45.2205129046905)",F15,190720000,Donzenac
N401,1583288.0514635937,7780710.577532826,1.5169767453049767,45.22060617269047,"(1.5169767453049767, 45.22060617269047)",F15,190720000,Donzenac
N402,1582748.7662604982,7780208.680006615,1.510251101204999,45.216005354190465,"(1.510251101204999, 45.216005354190465)",F15,190720000,Donzenac
N403,1583477.243351093,7780897.409913957,1.5193338416049669,45.2223167101905,"(1.5193338416049669, 45.2223167101905)",F15,190720000,Donzenac
N404,1583213.970045726,7780821.155471108,1.5160081920049826,45.22158593999049,"(1.5160081920049826, 45.22158593999049)",F15,190720000,Donzenac
N405,1583098.4712746618,7781041.475928348,1.5144861562049836,45.2235436906905,"(1.5144861562049836, 45.2235436906905)",F15,190720000,Donzenac
N406,1583115.0100629688,7781069.078819793,1.5146894056049864,45.22379441499051,"(1.5146894056049864, 45.22379441499051)",F15,190720000,Donzenac
N407,1582589.9401112366,7780835.3556023985,1.5080771783050069,45.22160360379046,"(1.5080771783050069, 45.22160360379046)",F15,190720000,Donzenac
N408,1582856.2498139092,7781169.352603374,1.5113770806049982,45.22464916279049,"(1.5113770806049982, 45.22464916279049)",F15,190720000,Donzenac
N409,1582693.444292685,7781036.428479257,1.5093418984050024,45.2234270867905,"(1.5093418984050024, 45.2234270867905)",F15,190720000,Donzenac
N410,1582567.3670487911,7780970.38714273,1.5077566943050078,45.22281192859048,"(1.5077566943050078, 45.22281192859048)",F15,190720000,Donzenac
N411,1582788.9290145512,7781190.76111829,1.5105164732050007,45.22482951159051,"(1.5105164732050007, 45.22482951159051)",F15,190720000,Donzenac
N412,1582512.9646476903,7780928.95422332,1.5070759213050071,45.222430340990456,"(1.5070759213050071, 45.222430340990456)",F15,190720000,Donzenac
N413,1582785.6680544985,7781196.481127148,1.5104736185050012,45.22488029129051,"(1.5104736185050012, 45.22488029129051)",F15,190720000,Donzenac
N414,1582230.5573623069,7780852.955522345,1.5035072957050206,45.22169810079046,"(1.5035072957050206, 45.22169810079046)",F15,190720000,Donzenac
N415,1582089.1985083262,7780794.037022906,1.50172629320503,45.221144097990475,"(1.50172629320503, 45.221144097990475)",F15,190720000,Donzenac
N416,1582247.3738803298,7780975.186869519,1.5036903176050225,45.2227984647905,"(1.5036903176050225, 45.2227984647905)",F15,190720000,Donzenac
N417,1582160.223484197,7781018.664824575,1.5025722683050249,45.22317337849049,"(1.5025722683050249, 45.22317337849049)",F15,190720000,Donzenac
N418,1582131.6702359566,7781030.403632469,1.5022065845050283,45.2232737112905,"(1.5022065845050283, 45.2232737112905)",F15,190720000,Donzenac
N419,1581980.484521312,7781208.76451645,1.5002411449050348,45.224848228090465,"(1.5002411449050348, 45.224848228090465)",F15,190720000,Donzenac
N420,1587440.3065743109,7772520.730557783,1.5716832154047846,45.14779483159027,"(1.5716832154047846, 45.14779483159027)",F16,190630000,Cosnac
N421,1587381.8008444288,7772322.813360347,1.5709882565047886,45.146008149890264,"(1.5709882565047886, 45.146008149890264)",F16,190630000,Cosnac
N422,1587630.3932110642,7772296.413777428,1.5741481921047775,45.14581311649023,"(1.5741481921047775, 45.14581311649023)",F16,190630000,Cosnac
N423,1587754.400562073,7772312.17024742,1.5757175946047728,45.145975470290225,"(1.5757175946047728, 45.145975470290225)",F16,190630000,Cosnac
N424,1587431.2219802032,7771173.107339521,1.5718896195047884,45.1356951056902,"(1.5718896195047884, 45.1356951056902)",F16,190630000,Cosnac
N425,1587966.7158189316,7771858.369809824,1.5785188370047647,45.14193722449024,"(1.5785188370047647, 45.14193722449024)",F16,190630000,Cosnac
N426,1587982.8379285962,7771853.503757163,1.5787245027047625,45.141896249990225,"(1.5787245027047625, 45.141896249990225)",F16,190630000,Cosnac
N427,1587237.8771065408,7770767.213150534,1.5695343366047905,45.13201856499022,"(1.5695343366047905, 45.13201856499022)",F16,190630000,Cosnac
N428,1587266.4104374382,7770761.224492034,1.5698976470047945,45.13196962939021,"(1.5698976470047945, 45.13196962939021)",F16,190630000,Cosnac
N429,1586503.0896850592,7770160.826239873,1.560361136304823,45.126450135390215,"(1.560361136304823, 45.126450135390215)",F16,190630000,Cosnac
N430,1587066.5193296743,7770387.556263741,1.567451932704799,45.12858125129018,"(1.567451932704799, 45.12858125129018)",F16,190630000,Cosnac
N431,1587065.8084521557,7770385.178238543,1.5674434866048,45.12855978259021,"(1.5674434866048, 45.12855978259021)",F16,190630000,Cosnac
N432,1588107.1914268269,7771421.777023477,1.580404354204757,45.138041343790206,"(1.580404354204757, 45.138041343790206)",F16,190630000,Cosnac
N433,1586595.3970763604,7770102.417124824,1.561545755404823,45.12594149099017,"(1.561545755404823, 45.12594149099017)",F16,190630000,Cosnac
N434,1586586.5251282954,7770031.866976177,1.5614502035048192,45.12530663409017,"(1.5614502035048192, 45.12530663409017)",F16,190630000,Cosnac
N435,1588382.9789063754,7771729.688241644,1.5838296202047493,45.14085184319024,"(1.5838296202047493, 45.14085184319024)",F16,190630000,Cosnac
N436,1588315.192439815,7771549.7554981075,1.5830123682047472,45.13922515099023,"(1.5830123682047472, 45.13922515099023)",F16,190630000,Cosnac
N437,1587319.1299201015,7770372.292586148,1.5706591556047858,45.12848697509019,"(1.5706591556047858, 45.12848697509019)",F16,190630000,Cosnac
N438,1587329.1910791257,7770302.648759265,1.5708033793047884,45.1278634615902,"(1.5708033793047884, 45.1278634615902)",F16,190630000,Cosnac
N439,1588554.825095119,7771674.942605812,1.5860223953047363,45.14038912729024,"(1.5860223953047363, 45.14038912729024)",F16,190630000,Cosnac
N440,1588682.771341168,7771640.657647488,1.5876534498047359,45.14010271999025,"(1.5876534498047359, 45.14010271999025)",F16,190630000,Cosnac
N441,1588427.4445534109,7771137.058445898,1.584533839504739,45.135538998890226,"(1.584533839504739, 45.135538998890226)",F16,190630000,Cosnac
N442,1587237.2567110271,7769815.688717369,1.5697538541047902,45.12347633629017,"(1.5697538541047902, 45.12347633629017)",F16,190630000,Cosnac
N443,1587239.8553872756,7769815.113100638,1.5697869446047912,45.12347160839019,"(1.5697869446047912, 45.12347160839019)",F16,190630000,Cosnac
N444,1588436.407889782,7770934.803603453,1.584695357704742,45.133724777490215,"(1.584695357704742, 45.133724777490215)",F16,190630000,Cosnac
N445,1588461.1113763354,7770776.921239507,1.585046002504745,45.13231154159018,"(1.585046002504745, 45.13231154159018)",F16,190630000,Cosnac
N446,1587152.194112813,7769484.368490768,1.5687544215047935,45.12048759729017,"(1.5687544215047935, 45.12048759729017)",F16,190630000,Cosnac
