,x,y,xGPS,yGPS,xyGPS,Feeder,Geo,Geo_Name
N638,1597399.9844969232,7765096.401105243,1.6996533229043556,45.08275113439002,"(1.6996533229043556, 45.08275113439002)",F17,190990000,Lagleygeolle
N639,1597575.720812856,7765520.629659906,1.7017882245043492,45.08658652609006,"(1.7017882245043492, 45.08658652609006)",F17,190990000,Lagleygeolle
N640,1597580.3085962909,7765525.750142758,1.7018452529043435,45.08663319819007,"(1.7018452529043435, 45.08663319819007)",F17,190990000,Lagleygeolle
N641,1597579.6837008703,7765517.66637097,1.7018390859043426,45.08656053239005,"(1.7018390859043426, 45.08656053239005)",F17,190990000,Lagleygeolle
N642,1597889.3473011903,7766354.795435886,1.7055823608043308,45.09412313449008,"(1.7055823608043308, 45.09412313449008)",F17,192570000,Sérilhac
N643,1597613.5942727022,7765488.987738808,1.7022750263043454,45.08630828309007,"(1.7022750263043454, 45.08630828309007)",F17,190990000,Lagleygeolle
N644,1597462.5097500014,7765061.510125136,1.700453178604353,45.082447523890025,"(1.700453178604353, 45.082447523890025)",F17,190990000,Lagleygeolle
N645,1598389.3912863515,7767417.681036544,1.7116913747043119,45.10374139839014,"(1.7116913747043119, 45.10374139839014)",F17,192570000,Sérilhac
N646,1598423.8007718863,7767458.33567492,1.7121188210043112,45.1041116131901,"(1.7121188210043112, 45.1041116131901)",F17,192570000,Sérilhac
N647,1598629.9588822343,7768228.740285292,1.714566813604306,45.11105924029014,"(1.714566813604306, 45.11105924029014)",F17,190230000,Beynat
N648,1597348.3310987875,7763984.163522335,1.699240308004354,45.07275847059002,"(1.699240308004354, 45.07275847059002)",F17,190990000,Lagleygeolle
N649,1597378.4981870342,7763940.409433766,1.6996319942043534,45.07237032569,"(1.6996319942043534, 45.07237032569)",F17,190990000,Lagleygeolle
N650,1598834.2381101716,7767558.356739971,1.7173003243042972,45.10507193269011,"(1.7173003243042972, 45.10507193269011)",F17,192570000,Sérilhac
N651,1597952.8377044569,7764863.802033678,1.7067090094043254,45.08074783809002,"(1.7067090094043254, 45.08074783809002)",F17,190990000,Lagleygeolle
N652,1599164.3131530618,7767957.2019206565,1.721399450404283,45.10870253389012,"(1.721399450404283, 45.10870253389012)",F17,190230000,Beynat
N653,1599277.8899206088,7768071.34813959,1.7228149884042792,45.10974444279014,"(1.7228149884042792, 45.10974444279014)",F17,190230000,Beynat
N654,1599114.233656992,7766571.709427025,1.7210605004042832,45.09625683279008,"(1.7210605004042832, 45.09625683279008)",F17,192570000,Sérilhac
N655,1599528.5875996419,7768088.044366159,1.725989756104268,45.10993215339011,"(1.725989756104268, 45.10993215339011)",F17,192570000,Sérilhac
N656,1599161.8068561174,7766560.69805281,1.721665827204281,45.09616517379008,"(1.721665827204281, 45.09616517379008)",F17,192570000,Sérilhac
N657,1598349.5810087537,7764187.509125742,1.7118815708043127,45.07473720479003,"(1.7118815708043127, 45.07473720479003)",F17,190990000,Lagleygeolle
N658,1598274.042677643,7763958.124544762,1.710973881304315,45.072666477190026,"(1.710973881304315, 45.072666477190026)",F17,190990000,Lagleygeolle
N659,1599546.0543758168,7767646.7380339615,1.7263050772042632,45.10597297389011,"(1.7263050772042632, 45.10597297389011)",F17,192570000,Sérilhac
N660,1599547.73550529,7767610.441251346,1.7263341095042657,45.1056473747901,"(1.7263341095042657, 45.1056473747901)",F17,192570000,Sérilhac
N661,1598399.2081071446,7764135.931363089,1.7125214104043107,45.074281741990006,"(1.7125214104043107, 45.074281741990006)",F17,190990000,Lagleygeolle
N662,1598406.2411157796,7764085.934525607,1.7126212580043108,45.07383398419,"(1.7126212580043108, 45.07383398419)",F17,190990000,Lagleygeolle
N663,1599604.5499734988,7767279.926134298,1.7271246020042668,45.10268875369013,"(1.7271246020042668, 45.10268875369013)",F17,192570000,Sérilhac
N664,1598439.099126335,7763810.398985223,1.7130967315043082,45.07136546809002,"(1.7130967315043082, 45.07136546809002)",F17,190990000,Lagleygeolle
N665,1599228.5568761812,7765899.059043796,1.7226529796042744,45.09023551209008,"(1.7226529796042744, 45.09023551209008)",F17,192570000,Sérilhac
N666,1598507.1340209069,7763888.3736090325,1.7139419171043042,45.072075806790025,"(1.7139419171043042, 45.072075806790025)",F17,190990000,Lagleygeolle
N667,1600025.6912215531,7768299.448680777,1.7322472554042485,45.11190475099011,"(1.7322472554042485, 45.11190475099011)",F17,192570000,Sérilhac
N668,1598841.1159243619,7764352.8248182675,1.7180737639042916,45.07629596889001,"(1.7180737639042916, 45.07629596889001)",F17,190990000,Lagleygeolle
N669,1600051.17563067,7768297.711540127,1.7325707254042468,45.11189297629014,"(1.7325707254042468, 45.11189297629014)",F17,192570000,Sérilhac
N670,1598649.1788661748,7763538.2674879925,1.715816520304298,45.06895445258999,"(1.715816520304298, 45.06895445258999)",F17,190990000,Lagleygeolle
N671,1599575.6411938088,7765809.143726634,1.727070793904262,45.089480656890046,"(1.727070793904262, 45.089480656890046)",F17,192570000,Sérilhac
N672,1599873.309116096,7766584.5575343575,1.7306788568042493,45.09648655699008,"(1.7306788568042493, 45.09648655699008)",F17,192570000,Sérilhac
N673,1599874.8454591231,7766553.427647575,1.7307049273042543,45.096207323090105,"(1.7307049273042543, 45.096207323090105)",F17,192570000,Sérilhac
N674,1598727.846861314,7763327.464462527,1.7168582490042947,45.06707399639,"(1.7168582490042947, 45.06707399639)",F17,190990000,Lagleygeolle
N675,1599675.3269679418,7765859.297674388,1.7283234765042588,45.08994590389007,"(1.7283234765042588, 45.08994590389007)",F17,192570000,Sérilhac
N676,1598893.7381288228,7763678.537087932,1.7188846724042872,45.07025076538999,"(1.7188846724042872, 45.07025076538999)",F17,190990000,Lagleygeolle
N677,1599795.1584155997,7765729.012420692,1.7298697572042532,45.08879430429007,"(1.7298697572042532, 45.08879430429007)",F17,192570000,Sérilhac
N678,1599827.478248659,7765738.303813073,1.7302773760042487,45.088882569990034,"(1.7302773760042487, 45.088882569990034)",F17,192570000,Sérilhac
N679,1600042.0956525868,7765444.827575362,1.733059298204238,45.08628013929007,"(1.733059298204238, 45.08628013929007)",F17,192570000,Sérilhac
N680,1600065.2355656668,7765465.6444105925,1.7333481343042367,45.086470484790055,"(1.7333481343042367, 45.086470484790055)",F17,192570000,Sérilhac
N681,1600656.481326595,7766958.851276259,1.7405267059042169,45.099963852290074,"(1.7405267059042169, 45.099963852290074)",F17,192570000,Sérilhac
N682,1600656.5689697359,7766957.344634846,1.7405281337042189,45.09995033959012,"(1.7405281337042189, 45.09995033959012)",F17,192570000,Sérilhac
N683,1600392.2575522019,7765863.791761078,1.7374083806042258,45.09009368639007,"(1.7374083806042258, 45.09009368639007)",F17,192570000,Sérilhac
N684,1600971.998016561,7767554.089718756,1.7444012818042092,45.10535449989014,"(1.7444012818042092, 45.10535449989014)",F17,192570000,Sérilhac
N685,1600917.655094626,7767148.68371916,1.7437974309042048,45.10170691239009,"(1.7437974309042048, 45.10170691239009)",F17,192570000,Sérilhac
N686,1601017.5826234387,7767205.469443525,1.745052217804203,45.10223154169008,"(1.745052217804203, 45.10223154169008)",F17,192570000,Sérilhac
N687,1601123.3115245618,7767331.625523631,1.7463660465041972,45.103379786290105,"(1.7463660465041972, 45.103379786290105)",F17,192570000,Sérilhac
N688,1600656.9859362356,7765592.591989477,1.7408203787042162,45.08769851459007,"(1.7408203787042162, 45.08769851459007)",F17,192570000,Sérilhac
N689,1601128.380068369,7767338.1964826435,1.7464289221041942,45.10343952829011,"(1.7464289221041942, 45.10343952829011)",F17,192570000,Sérilhac
N690,1600377.031396807,7764589.559908972,1.7374840019042257,45.07865227729003,"(1.7374840019042257, 45.07865227729003)",F17,192570000,Sérilhac
N691,1601351.4927283304,7767850.915582827,1.749150104204191,45.10807549869013,"(1.749150104204191, 45.10807549869013)",F17,192570000,Sérilhac
N692,1600735.987847069,7765381.878509864,1.741865808804211,45.085818634590034,"(1.741865808804211, 45.085818634590034)",F17,192570000,Sérilhac
N693,1600707.9719417726,7765275.405141737,1.7415331518042148,45.084858622490046,"(1.7415331518042148, 45.084858622490046)",F17,192570000,Sérilhac
N694,1600732.6349351874,7765344.8280241275,1.7418311018042087,45.08548552239006,"(1.7418311018042087, 45.08548552239006)",F17,192570000,Sérilhac
N695,1600708.5757212143,7765236.81416976,1.7415489103042097,45.084512269990064,"(1.7415489103042097, 45.084512269990064)",F17,192570000,Sérilhac
N696,1600664.109531814,7765089.9052938465,1.7410163111042154,45.08318680819006,"(1.7410163111042154, 45.08318680819006)",F17,191630000,Le Pescher
N697,1601204.825334996,7766919.127307788,1.7474856334041968,45.099688685290076,"(1.7474856334041968, 45.099688685290076)",F17,192570000,Sérilhac
N698,1600924.8340948904,7765493.996974497,1.7442354228042058,45.086853229090025,"(1.7442354228042058, 45.086853229090025)",F17,192570000,Sérilhac
N699,1601375.2555896854,7764722.471818263,1.7501044109041834,45.07999376059003,"(1.7501044109041834, 45.07999376059003)",F17,191630000,Le Pescher
N700,1588762.654792169,7773813.666425702,1.5881540628047337,45.159624321290295,"(1.5881540628047337, 45.159624321290295)",F18,191230103,Sud
N701,1589072.3826519838,7772660.13255482,1.5923557302047189,45.14932002199025,"(1.5923557302047189, 45.14932002199025)",F18,190630000,Cosnac
N702,1589117.1896837428,7772610.5477938065,1.5929358512047158,45.14888233099025,"(1.5929358512047158, 45.14888233099025)",F18,190630000,Cosnac
N703,1589106.086340417,7772057.232397802,1.5929251106047182,45.14391308579022,"(1.5929251106047182, 45.14391308579022)",F18,190630000,Cosnac
N704,1589385.279123097,7771853.45327438,1.5965146303047075,45.14213006319023,"(1.5965146303047075, 45.14213006319023)",F18,190630000,Cosnac
N705,1589603.4521147446,7772134.742990677,1.5992163441046938,45.14469152149022,"(1.5992163441046938, 45.14469152149022)",F18,190630000,Cosnac
N706,1589585.0979734012,7771990.351524455,1.5990173149046965,45.143392204890226,"(1.5990173149046965, 45.143392204890226)",F18,190630000,Cosnac
N707,1589435.5279794738,7771445.788964243,1.5972476103047024,45.138478606990226,"(1.5972476103047024, 45.138478606990226)",F18,190630000,Cosnac
N708,1589501.485480623,7771437.2704544915,1.5980862309046984,45.138413071690216,"(1.5980862309046984, 45.138413071690216)",F18,190630000,Cosnac
N709,1589444.0656869034,7771255.917607975,1.5974004071047,45.13677546279021,"(1.5974004071047, 45.13677546279021)",F18,190630000,Cosnac
N710,1589481.6299854468,7771235.229136239,1.5978817161046996,45.1365959634902,"(1.5978817161046996, 45.1365959634902)",F18,190630000,Cosnac
N711,1589440.721408757,7771035.117618953,1.5974097376047007,45.13479269069023,"(1.5974097376047007, 45.13479269069023)",F18,190630000,Cosnac
N712,1589628.5086091887,7771452.11035121,1.599693957104693,45.13856734509023,"(1.599693957104693, 45.13856734509023)",F18,190630000,Cosnac
N713,1589420.447730371,7770924.259415093,1.5971785830047047,45.13379410659022,"(1.5971785830047047, 45.13379410659022)",F18,190630000,Cosnac
N714,1589415.697878781,7770906.46504741,1.5971225108047045,45.133633571090186,"(1.5971225108047045, 45.133633571090186)",F18,190630000,Cosnac
N715,1589402.1207214359,7770714.230702884,1.5969953743046976,45.131905552290185,"(1.5969953743046976, 45.131905552290185)",F18,190630000,Cosnac
N716,1589647.366070004,7771036.566361967,1.6000303639046891,45.13483994349019,"(1.6000303639046891, 45.13483994349019)",F18,190630000,Cosnac
N717,1590364.7138163685,7769824.741908227,1.6094104057046632,45.12407929099018,"(1.6094104057046632, 45.12407929099018)",F18,191050000,Lanteuil
N718,1590370.300488424,7769821.885057861,1.6094819136046603,45.124054562790185,"(1.6094819136046603, 45.124054562790185)",F18,191050000,Lanteuil
N719,1590291.6914747313,7768586.02979127,1.6087723117046602,45.11294697539016,"(1.6087723117046602, 45.11294697539016)",F18,191050000,Lanteuil
N720,1590704.7322297618,7769178.273748702,1.6138718632046405,45.11833155719016,"(1.6138718632046405, 45.11833155719016)",F18,191050000,Lanteuil
N721,1590713.760549213,7769183.401851103,1.6139851514046395,45.11837907379016,"(1.6139851514046395, 45.11837907379016)",F18,191050000,Lanteuil
N722,1590751.094233928,7769129.436853665,1.61447101770464,45.117900731490145,"(1.61447101770464, 45.117900731490145)",F18,191050000,Lanteuil
N723,1590959.7192739404,7769416.957851977,1.6170498606046328,45.12051605679015,"(1.6170498606046328, 45.12051605679015)",F18,191050000,Lanteuil
N724,1591228.474528766,7769355.166974173,1.6204719527046256,45.12000524139018,"(1.6204719527046256, 45.12000524139018)",F18,191050000,Lanteuil
N725,1591176.236171579,7769179.1231332775,1.6198501565046204,45.118416311090144,"(1.6198501565046204, 45.118416311090144)",F18,191050000,Lanteuil
N726,1591276.4061117438,7769369.719489095,1.6210763738046223,45.12014370289016,"(1.6210763738046223, 45.12014370289016)",F18,191050000,Lanteuil
N727,1591655.8197883866,7769988.526850383,1.625745306104604,45.12576074259018,"(1.625745306104604, 45.12576074259018)",F18,191050000,Lanteuil
N728,1591409.3798708983,7769334.141600625,1.6227706732046148,45.119845979990146,"(1.6227706732046148, 45.119845979990146)",F18,191050000,Lanteuil
N729,1591602.8088300256,7769708.577747293,1.6251373554046071,45.12323891039016,"(1.6251373554046071, 45.12323891039016)",F18,191050000,Lanteuil
N730,1591606.871119004,7769708.207369459,1.6251889535046034,45.123236245890176,"(1.6251889535046034, 45.123236245890176)",F18,191050000,Lanteuil
N731,1591494.7070012018,7769027.477204616,1.6239231124046072,45.11710684149014,"(1.6239231124046072, 45.11710684149014)",F18,191050000,Lanteuil
N732,1591458.5541456703,7768796.068264803,1.6235179246046094,45.11502352459014,"(1.6235179246046094, 45.11502352459014)",F18,191050000,Lanteuil
N733,1592047.152901614,7769400.665551688,1.6308424248045887,45.12054676679017,"(1.6308424248045887, 45.12054676679017)",F18,191050000,Lanteuil
N734,1592125.112306006,7769418.370165917,1.6318269173045843,45.12071832699017,"(1.6318269173045843, 45.12071832699017)",F18,191050000,Lanteuil
N735,1591737.217926261,7768210.7118431125,1.6271852870045989,45.10981391229014,"(1.6271852870045989, 45.10981391229014)",F18,191050000,Lanteuil
N736,1591748.6092772547,7768224.428913993,1.627326557604598,45.10993890359015,"(1.627326557604598, 45.10993890359015)",F18,191050000,Lanteuil
N737,1591470.1647369515,7767661.001397978,1.6239260253046044,45.10483561499012,"(1.6239260253046044, 45.10483561499012)",F18,191050000,Lanteuil
N738,1592017.3080594875,7768169.780890581,1.6307455293045825,45.10949187969013,"(1.6307455293045825, 45.10949187969013)",F18,191050000,Lanteuil
N739,1592771.2112285232,7769643.588198605,1.6399684391045586,45.122844433390156,"(1.6399684391045586, 45.122844433390156)",F18,191050000,Lanteuil
N740,1592190.273682679,7767480.253069152,1.6330957271045752,45.1033297979901,"(1.6330957271045752, 45.1033297979901)",F18,191050000,Lanteuil
N741,1592329.1954868324,7767690.218764625,1.6348088491045705,45.1052371543901,"(1.6348088491045705, 45.1052371543901)",F18,191050000,Lanteuil
N742,1592247.8734378254,7767455.967188285,1.6338314092045771,45.1031210869901,"(1.6338314092045771, 45.1031210869901)",F18,191050000,Lanteuil
