,GeoPoint,Shape,x,y,node,xGPS,yGPS,Geo,Geo_Name,Annual_Load_MWh,Pmax_MW
BT1245,"7769990.0269, 1591655.90449","[1591655.9044947464, 7769990.026897045]",1591655.9044899999,7769990.0269,N3612,1.6257460358437348,45.125774222915936,191050000,Lanteuil,60.11548484848485,0.01523434068566271
BT1246,"7767382.1355, 1593753.85841","[1593753.85841004, 7767382.13549709]",1593753.85841,7767382.1355,N3842,1.6529380769033526,45.10269990361623,191050000,Lanteuil,60.11548484848485,0.01523434068566271
BT1247,"7761790.6211, 1591445.26138","[1591445.2613845197, 7761790.621102077]",1591445.26138,7761790.6211,N4095,1.6249583611478409,45.052133185170575,191150000,Ligneyrac,124.00484999999999,0.025707403362877187
BT1248,"7774928.86265, 1587818.23948","[1587818.2394806487, 7774928.862651825]",1587818.23948,7774928.86265,N2715,1.5759046715969776,45.16947777407381,191230103,Sud,510.0748857142857,0.11050399289154605
BT1249,"7776361.17389, 1588087.28793","[1588087.287931494, 7776361.173893055]",1588087.2879299999,7776361.173889997,N2791,1.5789790088865252,45.18238194966271,191230102,Nord,369.9580571428572,0.07931128137282856
BT1250,"7777187.26484, 1588847.08433","[1588847.0843356892, 7777187.264838405]",1588847.08433,7777187.2648399975,N3360,1.5884293397321274,45.189925731703745,191230102,Nord,369.9580571428572,0.07931128137282856
BT1251,"7774267.32989, 1587286.85094","[1587286.850935004, 7774267.329892329]",1587286.85094,7774267.32989,N2644,1.569318779268756,45.16344906057024,191230103,Sud,510.0748857142857,0.11050399289154605
BT1252,"7773939.19898, 1587669.33575","[1587669.3357510266, 7773939.198981418]",1587669.33575,7773939.19898,N2714,1.5742507729920918,45.160567840277366,191230103,Sud,510.0748857142857,0.11050399289154605
BT1253,"7775389.0643, 1586203.15528","[1586203.1552802445, 7775389.064303752]",1586203.1552799996,7775389.0643,N2608,1.5552956791026462,45.173335311956606,191230101,Centre,907.5469445421402,0.18604829417620133
BT1254,"7774442.71588, 1588081.5963","[1588081.5962958573, 7774442.715877116]",1588081.5963,7774442.71588,N2745,1.5793625572566523,45.16515761721692,191230103,Sud,510.0748857142857,0.11050399289154605
BT1255,"7774808.89636, 1586577.81702","[1586577.8170233131, 7774808.896360672]",1586577.8170200004,7774808.8963600015,N2614,1.5601907201629437,45.168190679683704,191230101,Centre,907.5469445421402,0.18604829417620133
BT1257,"7774885.72929, 1588835.04699","[1588835.0469911592, 7774885.729294489]",1588835.04699,7774885.729289997,N2795,1.5888197608910797,45.16926102224981,191230103,Sud,510.0748857142857,0.11050399289154605
BT1259,"7775813.0456, 1588371.57579","[1588371.575789711, 7775813.045597504]",1588371.57579,7775813.0456,N3280,1.5827178587078294,45.17750869471281,191230102,Nord,369.9580571428572,0.07931128137282856
BT1260,"7761393.58088, 1595752.62117","[1595752.6211768521, 7761393.580882997]",1595752.6211700004,7761393.58088,N4293,1.6795950790183083,45.04925554386195,191380000,Meyssac,260.17772222222226,0.056449035366194215
BT1261,"7761324.55213, 1594993.26314","[1594993.2631350216, 7761324.552127716]",1594993.26314,7761324.5521300025,N4286,1.6699942717669851,45.04851687811123,191380000,Meyssac,260.17772222222226,0.056449035366194215
BT1262,"7766245.0532, 1590284.75807","[1590284.7580683841, 7766245.053198076]",1590284.75807,7766245.0532,N3758,1.6092281998246882,45.091930487007616,191500000,Noailhac,82.57615789473684,0.021168730461267243
BT1263,"7765869.11836, 1592399.34994","[1592399.3499434297, 7765869.118361284]",1592399.3499399999,7765869.1183600025,N3859,1.636112959861393,45.088900126978,191500000,Noailhac,82.57615789473684,0.021168730461267243
BT1267,"7760704.75683, 1592377.52616","[1592377.5261530562, 7760704.756826425]",1592377.5261600001,7760704.75683,N4228,1.6370115486916703,45.042536600223144,191790000,Saillac,150.37257142857143,0.03733447715408755
BT1268,"7761270.68124, 1599073.09507","[1599073.0950713009, 7761270.681239221]",1599073.09507,7761270.68124,N4351,1.7216705733876392,45.04866252169672,191840000,Saint-Bazile-de-Meyssac,72.919875,0.01948785539458602
BT1269,"7761473.83938, 1598139.3146","[1598139.314598898, 7761473.839382956]",1598139.3146,7761473.839380003,N4333,1.7098019487189082,45.050344438063576,191840000,Saint-Bazile-de-Meyssac,72.919875,0.01948785539458602
BT1292,"7765443.82269, 1600040.9785","[1600040.978503982, 7765443.82269368]",1600040.9785,7765443.82269,N4308,1.733045353754558,45.08627095075643,192570000,Sérilhac,50.12495238095238,0.012867192462094432
BT1293,"7767556.91812, 1598834.672","[1598834.6720005365, 7767556.918117089]",1598834.6719999998,7767556.91812,N4153,1.7173061327968695,45.10505908341616,192570000,Sérilhac,50.12495238095238,0.012867192462094432
BT1294,"7765738.71863, 1599828.92272","[1599828.9227163347, 7765738.718625198]",1599828.9227200001,7765738.71863,N4297,1.730295593849686,45.08888651083374,192570000,Sérilhac,50.12495238095238,0.012867192462094432
BT1295,"7763303.23072, 1588467.92506","[1588467.9250672886, 7763303.230723507]",1588467.92506,7763303.2307199985,N3914,1.586897011913234,45.06522069885728,192730000,Turenne,97.96497619047621,0.02453301509994311
BT1296,"7763058.72803, 1589340.92967","[1589340.9296687038, 7763058.728034534]",1589340.92967,7763058.72803,N3904,1.5980125932221707,45.06317116494952,192730000,Turenne,97.96497619047621,0.02453301509994311
BT1297,"7763962.52493, 1588465.31785","[1588465.3178577125, 7763962.524925309]",1588465.31785,7763962.52493,N3862,1.5867084956059176,45.07113863123082,192730000,Turenne,97.96497619047621,0.02453301509994311
BT1299,"7776523.13988, 1585180.83612","[1585180.8361126683, 7776523.139875494]",1585180.83612,7776523.1398800025,N2743,1.5420435617968662,45.1833412049321,192740000,Ussac,367.3753835616439,0.07894207065344112
BT1300,"7777463.30052, 1585638.47014","[1585638.4701363358, 7777463.300520969]",1585638.4701399999,7777463.30052,N3289,1.5476247450516292,45.1918605033823,192740000,Ussac,367.3753835616439,0.07894207065344112
BT1306,"7773375.68486, 1584743.3011","[1584743.301093919, 7773375.684860995]",1584743.3011,7773375.68486,N2675,1.5372591498823038,45.155009071482404,190310103,Poste,1301.8001000000002,0.28184589350402217
BT1312,"7773737.61904, 1585639.85557","[1585639.855570517, 7773737.619035555]",1585639.8555700001,7773737.619039997,N2603,1.5485468685972286,45.1584128379301,190310201,Sports,889.0213250394659,0.19306024264787772
BT1313,"7773327.93607, 1585658.86727","[1585658.8672743766, 7773327.936067347]",1585658.86727,7773327.93607,N2630,1.5488874842486928,45.15473817071332,190310202,Chapelies,568.16770096768,0.12865824848386506
BT1315,"7765244.79824, 1593350.82887","[1593350.8288779736, 7765244.798237559]",1593350.82887,7765244.7982399985,N3062,1.648311713502939,45.083448328110634,190570000,Collonges-la-Rouge,154.56612500000003,0.03418487417487262
BT1324,"7780577.56601, 1584316.11252","[1584316.1125177662, 7780577.566009266]",1584316.11252,7780577.56601,N2930,1.5300694468331306,45.21959153229746,190720000,Donzenac,332.9254615384616,0.07031433803436393
BT1326,"7765814.32698, 1592039.82086","[1592039.8208610625, 7765814.326979264]",1592039.82086,7765814.32698,N3845,1.6315692687909509,45.0883501707965,191500000,Noailhac,82.57615789473684,0.021168730461267243
BT1338,"7759990.85856, 1592438.93786","[1592438.9378586705, 7759990.858557439]",1592438.93786,7759990.8585600015,N2181,1.6379513287208058,45.036138059313096,191790000,Saillac,150.37257142857143,0.03733447715408755
BT1339,"7760441.32205, 1592615.08211","[1592615.082105992, 7760441.322053925]",1592615.08211,7760441.32205,N4256,1.640079198156189,45.0402100726553,191790000,Saillac,150.37257142857143,0.03733447715408755
BT1342,"7778876.13727, 1588316.61571","[1588316.6157111984, 7778876.1372705605]",1588316.61571,7778876.13727,N3423,1.581293527489674,45.20499952488519,192020000,Sainte-Féréole,139.8640877192983,0.03511443205169127
BT1343,"7778329.69558, 1589090.00639","[1589090.0063941008, 7778329.695584069]",1589090.00639,7778329.69558,N3422,1.5912443899536093,45.20022290285322,192020000,Sainte-Féréole,139.8640877192983,0.03511443205169127
BT1344,"7778638.76545, 1589782.34214","[1589782.3421360406, 7778638.765445043]",1589782.3421399996,7778638.76545,N3481,1.5999639038538167,45.203112731135576,192020000,Sainte-Féréole,139.8640877192983,0.03511443205169127
BT1368,"7765653.79684, 1587882.75566","[1587882.7556614443, 7765653.796838203]",1587882.75566,7765653.796839999,N3729,1.5789272671860322,45.086223385005944,192730000,Turenne,97.96497619047621,0.02453301509994311
BT1369,"7760792.67937, 1587316.40007","[1587316.4000666216, 7760792.679373398]",1587316.40007,7760792.67937,N4110,1.5729085771483602,45.042490888059994,192730000,Turenne,97.96497619047621,0.02453301509994311
BT1370,"7760735.58045, 1588435.03898","[1588435.038980454, 7760735.580453711]",1588435.03898,7760735.58045,N4137,1.5870858479998524,45.042166184656544,192730000,Turenne,97.96497619047621,0.02453301509994311
BT1371,"7762737.73951, 1586985.90496","[1586985.9049637164, 7762737.739513689]",1586985.90496,7762737.739510003,N3916,1.5682594607586011,45.05989512305624,192730000,Turenne,97.96497619047621,0.02453301509994311
BT1372,"7766192.51891, 1589120.4859","[1589120.48589992, 7766192.518908878]",1589120.4859,7766192.518910001,N3724,1.5944853413054538,45.09126637080017,192730000,Turenne,97.96497619047621,0.02453301509994311
BT1377,"7777022.95789, 1585832.93711","[1585832.9371100478, 7777022.957892959]",1585832.93711,7777022.957889997,N3273,1.5502006331049736,45.18794057656382,192740000,Ussac,367.3753835616439,0.07894207065344112
BT1378,"7776141.71594, 1583266.24571","[1583266.2457050993, 7776141.715937797]",1583266.24571,7776141.71594,N3292,1.5178330560666318,45.179584016611,192740000,Ussac,367.3753835616439,0.07894207065344112
BT1381,"7761796.93046, 1595164.99919","[1595164.999184719, 7761796.930456101]",1595164.99919,7761796.93046,N4271,1.6720643733704588,45.052784338225784,191380000,Meyssac,260.17772222222226,0.056449035366194215
BT1382,"7773895.42499, 1588088.86921","[1588088.8692143927, 7773895.424994735]",1588088.8692100001,7773895.424989997,N2751,1.579584821850147,45.160245466747035,191230103,Sud,510.0748857142857,0.11050399289154605
BT1383,"7761436.85179, 1586722.76252","[1586722.7625256595, 7761436.851787142]",1586722.76252,7761436.85179,N4033,1.5652380202324516,45.04817290091462,192730000,Turenne,97.96497619047621,0.02453301509994311
BT1391,"7771137.50479, 1588424.62631","[1588424.6263141318, 7771137.504788242]",1588424.62631,7771137.50479,N2841,1.5844979885519224,45.135542534105284,190630000,Cosnac,244.09871428571432,0.06076796331385337
BT1392,"7763957.79494, 1596515.07912","[1596515.0791138578, 7763957.794936846]",1596515.0791200001,7763957.794939999,N4202,1.6886895445815158,45.07239305721926,190990000,Lagleygeolle,37.42495454545454,0.009406352352635735
BT1393,"7764391.07167, 1594742.0807","[1594742.0806981327, 7764391.071665659]",1594742.0807,7764391.071669999,N4090,1.6661311009271582,45.076005292329256,190570000,Collonges-la-Rouge,154.56612500000003,0.03418487417487262
BT1394,"7762937.51558, 1594823.77101","[1594823.771003358, 7762937.51558369]",1594823.77101,7762937.51558,N3121,1.6674893845894103,45.0629695894579,191380000,Meyssac,260.17772222222226,0.056449035366194215
BT1396,"7764704.4081, 1586338.54857","[1586338.5485675826, 7764704.408101229]",1586338.54857,7764704.4081,N3806,1.559587585035746,45.0774395275794,190930000,Jugeals-Nazareth,167.27380952380952,0.04372274047918495
BT1399,"7775429.97652, 1586832.24995","[1586832.2499544627, 7775429.976518579]",1586832.24995,7775429.97652,N2655,1.5632705901478334,45.17380980490236,191230102,Nord,369.9580571428572,0.07931128137282856
BT1407,"7772732.57449, 1591261.45337","[1591261.453370143, 7772732.574486377]",1591261.45337,7772732.57449,N3469,1.6201116139019751,45.15033122532277,190430000,La Chapelle-aux-Brocs,146.04409090909093,0.036251394697453976
BT1419,"7768226.08514, 1587056.57257","[1587056.572568145, 7768226.085141511]",1587056.57257,7768226.085139999,N2927,1.5678429728286756,45.109175558776855,190630000,Cosnac,244.09871428571432,0.06076796331385337
BT1420,"7771858.9235, 1587965.31822","[1587965.318224552, 7771858.923504352]",1587965.31822,7771858.9235,N2786,1.5785009768480551,45.141941960250385,190630000,Cosnac,244.09871428571432,0.06076796331385337
BT1421,"7771174.53579, 1587431.68779","[1587431.687793122, 7771174.535788361]",1587431.6877899999,7771174.535789999,N3326,1.571895186764797,45.13570800810438,190630000,Cosnac,244.09871428571432,0.06076796331385337
BT1422,"7772057.54327, 1589104.6164","[1589104.6164028381, 7772057.543266397]",1589104.6164,7772057.543269997,N3350,1.5929063904678642,45.14391563202209,190630000,Cosnac,244.09871428571432,0.06076796331385337
BT1423,"7771548.6385, 1588314.18745","[1588314.187452676, 7771548.638499695]",1588314.18745,7771548.6385,N3336,1.5829998849707343,45.139214954792536,190630000,Cosnac,244.09871428571432,0.06076796331385337
BT1424,"7772610.37796, 1589118.68294","[1589118.6829320516, 7772610.377959226]",1589118.68294,7772610.37796,N2823,1.5929548357053722,45.14888105479851,190630000,Cosnac,244.09871428571432,0.06076796331385337
BT1425,"7771256.64287, 1589442.74978","[1589442.7497811464, 7771256.6428690385]",1589442.74978,7771256.64287,N3396,1.5973835462899335,45.136781755498646,190630000,Cosnac,244.09871428571432,0.06076796331385337
BT1428,"7781018.09316, 1582161.61282","[1582161.612818174, 7781018.093161682]",1582161.6128200004,7781018.0931600025,N3634,1.5025900617286454,45.22316849217574,190720000,Donzenac,332.9254615384616,0.07031433803436393
BT1430,"7780190.10928, 1583974.34105","[1583974.341051592, 7780190.109278531]",1583974.34105,7780190.10928,N3498,1.5258234275843603,45.216053449303395,190720000,Donzenac,332.9254615384616,0.07031433803436393
BT1437,"7766109.63585, 1584587.3612","[1584587.3611975114, 7766109.635848864]",1584587.3612,7766109.63585,N3010,1.5370573996361572,45.0897534361007,190930000,Jugeals-Nazareth,167.27380952380952,0.04372274047918495
BT1438,"7764270.15645, 1596483.62236","[1596483.622358591, 7764270.156447737]",1596483.6223600004,7764270.15645,N4191,1.688222632321749,45.07519227511057,190990000,Lagleygeolle,37.42495454545454,0.009406352352635735
BT1439,"7764864.70597, 1597954.03812","[1597954.0381170914, 7764864.705969242]",1597954.0381200004,7764864.70597,N4247,1.7067240247410218,45.08075613649728,190990000,Lagleygeolle,37.42495454545454,0.009406352352635735
BT1440,"7770256.14333, 1594357.78363","[1594357.7836286365, 7770256.143331453]",1594357.78363,7770256.14333,N3784,1.659950319922108,45.128596946377364,191050000,Lanteuil,60.11548484848485,0.01523434068566271
BT1441,"7768726.22329, 1595489.84152","[1595489.8415192973, 7768726.223293166]",1595489.84152,7768726.223289999,N3882,1.6746460797140488,45.11504057696183,191050000,Lanteuil,60.11548484848485,0.01523434068566271
BT1442,"7770426.1316, 1594063.42362","[1594063.4236185632, 7770426.131598699]",1594063.42362,7770426.1316,N3749,1.656179037622433,45.130076299802106,191050000,Lanteuil,60.11548484848485,0.01523434068566271
BT1443,"7761077.46607, 1591288.18183","[1591288.1818303086, 7761077.466072349]",1591288.18183,7761077.46607,N4169,1.6231329206012357,45.04570582106879,191150000,Ligneyrac,124.00484999999999,0.025707403362877187
BT1444,"7762386.00887, 1590548.35093","[1590548.3509254146, 7762386.008873567]",1590548.35093,7762386.00887,N4037,1.6134621603635386,45.05733138955869,191150000,Ligneyrac,124.00484999999999,0.025707403362877187
BT1445,"7761574.09127, 1590337.51711","[1590337.5171065135, 7761574.091274834]",1590337.5171100001,7761574.09127,N4099,1.6109800750499197,45.050008404847105,191150000,Ligneyrac,124.00484999999999,0.025707403362877187
BT1446,"7760912.66058, 1590733.15014","[1590733.1501385565, 7760912.66058197]",1590733.15014,7760912.66058,N4165,1.6161428798233612,45.04413580967246,191150000,Ligneyrac,124.00484999999999,0.025707403362877187
BT1447,"7775513.78621, 1587912.08534","[1587912.0853338977, 7775513.786211193]",1587912.08534,7775513.7862100005,N3261,1.57695654968251,45.17474484218065,191230102,Nord,369.9580571428572,0.07931128137282856
BT1448,"7775791.38405, 1588731.91647","[1588731.916468433, 7775791.384050886]",1588731.91647,7775791.38405,N2804,1.5872969573248366,45.17737452778265,191230102,Nord,369.9580571428572,0.07931128137282856
BT1449,"7774941.94194, 1587399.85476","[1587399.8547640576, 7774941.94194445]",1587399.85476,7774941.9419399975,N2692,1.5705915989543602,45.16952459494966,191230101,Centre,907.5469445421402,0.18604829417620133
BT1450,"7773819.97835, 1586688.64767","[1586688.6476652324, 7773819.978345348]",1586688.64767,7773819.97835,N2631,1.5618350851642,45.15933143883289,191230103,Sud,510.0748857142857,0.11050399289154605
BT1451,"7774312.06304, 1586283.07754","[1586283.0775388994, 7774312.063036924]",1586283.07754,7774312.0630399985,N2596,1.5565700280180632,45.163680052018115,191230101,Centre,907.5469445421402,0.18604829417620133
BT1452,"7776065.04646, 1588563.462","[1588563.4620047917, 7776065.046456682]",1588563.4619999996,7776065.046460001,N2800,1.5850939380431333,45.17980323901934,191230102,Nord,369.9580571428572,0.07931128137282856
BT1453,"7774899.92983, 1588120.99548","[1588120.9954764508, 7774899.929829088]",1588120.9954799996,7774899.929830003,N2739,1.5797539909495883,45.16926894929911,191230103,Sud,510.0748857142857,0.11050399289154605
BT1454,"7775084.38775, 1586159.04793","[1586159.0479309799, 7775084.3877524575]",1586159.04793,7775084.38775,N3178,1.5548094766930034,45.170592494868096,191230101,Centre,907.5469445421402,0.18604829417620133
BT1457,"7774915.30841, 1588431.9378","[1588431.9378016016, 7774915.308414041]",1588431.9378,7774915.308410001,N3274,1.5836966837853774,45.16945917185378,191230103,Sud,510.0748857142857,0.11050399289154605
BT1458,"7773898.05306, 1586834.79681","[1586834.796805571, 7773898.053058203]",1586834.79681,7773898.053060003,N2639,1.563670842960584,45.160057202607184,191230103,Sud,510.0748857142857,0.11050399289154605
BT1459,"7774436.50644, 1588348.57449","[1588348.5744871576, 7774436.506444868]",1588348.57449,7774436.50644,N2763,1.5827521307419783,45.16514667574707,191230103,Sud,510.0748857142857,0.11050399289154605
BT1460,"7774421.93175, 1588616.89647","[1588616.896476384, 7774421.9317544345]",1588616.89647,7774421.93175,N3253,1.5861607336247732,45.165060751549426,191230103,Sud,510.0748857142857,0.11050399289154605
BT1461,"7762323.01529, 1595822.49536","[1595822.4953601477, 7762323.015293697]",1595822.49536,7762323.01529,N4274,1.6802753019033618,45.057609885056756,191380000,Meyssac,260.17772222222226,0.056449035366194215
BT1463,"7763175.36938, 1596151.5596","[1596151.5595999951, 7763175.36937858]",1596151.5596,7763175.36938,N4233,1.6842559416041545,45.06531272100275,191380000,Meyssac,260.17772222222226,0.056449035366194215
BT1464,"7762168.53255, 1595197.54607","[1595197.5460727285, 7762168.532550788]",1595197.5460700004,7762168.53255,N4240,1.6723942494700634,45.056125278382474,191380000,Meyssac,260.17772222222226,0.056449035366194215
BT1465,"7765942.29303, 1590959.20001","[1590959.2000100059, 7765942.293029636]",1590959.20001,7765942.29303,N3759,1.61784552830447,45.08932317269332,191500000,Noailhac,82.57615789473684,0.021168730461267243
BT1466,"7764794.76444, 1589322.31976","[1589322.3197642018, 7764794.764440084]",1589322.31976,7764794.764439999,N3826,1.5973705395514806,45.07875225578854,191500000,Noailhac,82.57615789473684,0.021168730461267243
BT1467,"7765098.2669, 1589868.39888","[1589868.3988821234, 7765098.26690291]",1589868.39888,7765098.2669,N3824,1.6042187818784437,45.081567146963565,191500000,Noailhac,82.57615789473684,0.021168730461267243
BT1468,"7766141.64342, 1589582.95527","[1589582.9552681763, 7766141.6434161635]",1589582.95527,7766141.64342,N3739,1.6003581852269022,45.0908863710248,191500000,Noailhac,82.57615789473684,0.021168730461267243
BT1473,"7773822.97561, 1585239.2375","[1585239.237503794, 7773822.975613107]",1585239.2375,7773822.975610001,N2611,1.5434427069574992,45.15911023486176,190310201,Sports,889.0213250394659,0.19306024264787772
